id,restr_name,food_ctg,addr,code
629,마포곱창,한식,경기 부천시 원미구 조마루로291번길 10,31611934
630,맨날술이야,"맥주,호프",충남 천안시 동남구 봉정로 14,1249680581
631,베베커피,"카페,디저트",서울 영등포구 국회대로 758 국회의사당역 지하 2층 6호 베베커피,1894654047
632,청계천 휴,"맥주,호프",서울 종로구 청계천로 71 청계천 휴,1451704655
633,은계포차,야식,경기 오산시 은여울로43번길 14,1021363623
634,유명통닭,"치킨,닭강정",경기 연천군 전곡읍 은전로 97 유명통닭,1047890664
635,다래정,한식,서울 종로구 사직로8길 4,1877842901
636,페인트커피앤바 성북점,"카페,디저트",서울 성북구 성북로5길 6 1층,1226063178
637,파리바게뜨 염창점,베이커리,서울 강서구 양천로 693 백선호치과,11690036
638,동흥축산,돼지고기구이,서울 종로구 창경궁로 88,1724874398
639,숭의동 찌개하우스,한식,인천 미추홀구 독배로434번길 74,1886722211
640,나루촌,한식,서울 광진구 아차산로78길 170,18820480
641,영광식당,한식,서울 마포구 월드컵북로 137,1307282311
642,수서광안리,한식,서울 강남구 광평로 280,1052248650
643,엉터리생고기 명동점,"육류,고기요리",서울 중구 명동4길 23 2층 엉터리생고기,37879711
644,자매집,"육류,고기요리",서울 종로구 종로 252-20 (종로5가),37392412
645,영희네흑염소,"사철,영양탕",서울 강북구 한천로 1042 2층,1930823888
646,월수금통돼지 안산이동점,돼지고기구이,경기 안산시 상록구 송호3길 7 1층,34191031
647,붱이,양식,서울 은평구 연서로16길 15 1층,1159794398
648,하나돈까스 롯데백화점 미아점,돈가스,서울 강북구 도봉로 62 롯데백화점 미아점 8층,150466765
649,순선숯불소갈비살,소고기구이,경기 안산시 상록구 매화로 52 사단법인대한불교원용종용도암,1209961050
650,김밥나라 원평점,분식,경기 평택시 원평로39번길 49,37268879
651,팔도전,"전,빈대떡",서울 은평구 역말로 37,1678815658
652,정성식탁,이탈리아음식,경기 수원시 장안구 서부로2136번길 9 1층 정성식탁,1623601718
653,미래식당,한식,충남 아산시 온양역길 102-1 모티브비즈,1423981215
654,카이센세,일식당,서울 관악구 관악로10길 53,1664558658
655,탐앤탐스 신도림테크노마트점,카페,서울 구로구 새말로 97 신도림테크노마트,12951522
656,맨홀커피,카페,서울 영등포구 영신로 247 B동상가 지하 1층,1027199496
657,맘스터치 서울시립대점,햄버거,서울 동대문구 전농로 222,37026590
658,옹진찰밥,한식,인천 중구 제물량로306번길 45,1817189391
659,힐링식탁,중식당,서울 동대문구 안암로 160-1 2층,1102295154
660,흠향원쌀국수,중식당,서울 광진구 동일로20길 72,1685138028
661,동남집,"곰탕,설렁탕",서울 영등포구 의사당대로 108 아일렉스상가 지하 안쪽,1006653770
662,팬도로시 한신대점,카페,경기 오산시 한신대길 137,1107196613
663,089coffee&bakery,베이커리,서울 강서구 화곡로 330 1층 089coffee&bakery,1039530746
664,다락방호프,"맥주,호프",서울 중랑구 용마산로115길 60,1248954766
665,진심카스테라 부천점,베이커리,경기 부천시 원미구 상동로 90,1071730491
666,예림,한식,서울 구로구 경인로53길 15,1201376476
667,이디야커피 도봉산점,카페,서울 도봉구 도봉산길 18,1811600069
668,김가네찜칼국수,"칼국수,만두",서울 노원구 공릉로 181 1층,1204222529
669,이삭토스트 안산반월점,토스트,경기 안산시 상록구 남산평길 3,38227263
670,원생대구탕,"해물,생선요리",경기 군포시 용호1로1번길 22,35941158
671,화덕에통째로구운족발 광명점,"족발,보쌈",경기 광명시 오리로856번길 7 진보빌딩 3층 화덕에통째로구운족발,59615799
672,석내빵집,베이커리,서울 강동구 성안로7길 10 1층,1788391952
673,한마당한식,한식,서울 영등포구 당산로50가길 1,1342108489
674,영스타,돼지고기구이,서울 서초구 서래로8길 1 보스톤빌딩 2층,1245313094
675,양철북 송내점,"곱창,막창,양",경기 부천시 원미구 상일로122번길 27,1167974591
676,파파스낵 고척근린점,"카페,디저트",서울 구로구 고척로 152 1층,1930850112
677,마초갈비 선릉점,"육류,고기요리",서울 강남구 선릉로93길 11 1층,1355523450
678,샐러드어클락 가산점,"다이어트,샐러드","서울 금천구 가산디지털2로 101 1층 114호(가산동, 한라원앤 원)",1902057588
679,미아매콤닭발,야식,서울 강북구 도봉로55길 4 . 1층 103호,1743384267
680,투썸플레이스 잠실신천점,카페,서울 송파구 백제고분로7길 9,21004689
681,천씨씨커피 수원 세류점,"카페,디저트",경기 수원시 권선구 장다리로 20,1982556252
682,에그와플 스타필드고양점,와플,경기 고양시 덕양구 고양대로 1955,1409811592
683,육해공생선구이,생선구이,경기 광명시 하안로 60,1476573385
684,승연돈까스,돈가스,경기 남양주시 오남읍 양지로278번길 35-3 1층,1221199878
685,훌랄라참숯바베큐치킨 도당점,"치킨,닭강정",경기 부천시 원미구 삼작로 266,36267013
686,강군 민물 새우탕,한식,충남 천안시 서북구 미라3길 19 101호 강 군 민물 새우탕,1822730134
687,역전할머니맥주 의정부신곡점,"맥주,호프",경기 의정부시 발곡로 26,1376823175
688,명품묵은지김치찜&김치찌개,한식,서울 마포구 모래내로9길 22,1394607924
689,털보고된이 본점,생선구이,서울 노원구 노해로81길 22-22 1층,701754899
690,한우푸줏간정육점식당,한식,경기 평택시 송탄로 265,18944412
691,푸라닭 명일점,"치킨,닭강정",서울 강동구 고덕로38길 26,1519015847
692,채영진의명품생고기무한리필 본점,"육류,고기요리",경기 부천시 원미구 삼작로 292 2층,1922344948
693,가마로강정 홍제점,"치킨,닭강정",서울 서대문구 세무서길 83,37393074
694,아지트,"맥주,호프",서울 강북구 솔매로 118-1,1758525623
695,일미정갈비,"육류,고기요리",충남 아산시 배방읍 공수리 261-11,30874360
696,온미관 안국,한식,서울 종로구 북촌로2길 5-4,1681189125
697,곱분이곱창 화곡점,"곱창,막창,양",서울 강서구 강서로 154 1층 102호,1894818984
698,수상한떡후 한양대점,떡볶이,서울 성동구 왕십리로 241 엔터식스 한양대점 지하 2층,1653566982
699,삼태미고기집,"육류,고기요리",서울 성북구 보문로 57-1,1971151972
700,한식여행,한식,서울 관악구 남현1길 51,1998540436
701,심플매터커피로스터스,"카페,디저트",서울 강서구 강서로7길 31 1층 심플매터 커피로스터스,1009520127
702,양푼이생갈비김치찌개,한정식,경기 안산시 단원구 광덕2로 186-3 103,35092108
703,낙지세상신대방본점,낙지요리,서울 동작구 대림로 57 1층,34505774
704,원효숯불갈비,"육류,고기요리",서울 영등포구 영중로 99 삼정빌딩 1층,33251114
705,피코이,양식,서울 양천구 목동중앙로13나길 30 1층,1275707650
706,햇님칼국수,한식,서울 은평구 서오릉로 149-20 1층,1437749333
707,얼레리꼴레리,종합분식,인천 미추홀구 석정로150번길 40,38359413
708,동네식당,낙지요리,서울 도봉구 도봉로114길 35 1층,1824968598
709,목포홍탁전문,한식,서울 강서구 방화동로 48-1,20936399
710,텐미안심탕수육 화곡점,중식당,서울 강서구 곰달래로37길 17,1985249195
711,쎄아슈,"카페,디저트",서울 송파구 가락로 164 파인힐빌딩 105호,1546232670
712,언더오챠드,요리주점,서울 중구 퇴계로86길 74 지하 1층,1927185362
713,플래닛,요리주점,서울 마포구 와우산로19길 5,38590463
714,비언유주얼,양식,서울 강남구 선릉로108길 5 지하1층,1789186517
715,오마니줌 LA갈비찜닭,한식,서울 구로구 도림로10길 11,1152399353
716,참치청어람,생선회,경기 안양시 동안구 시민대로 311,1935397594
717,세참연회,생선회,서울 중구 을지로38길 25,1710049110
718,커피밴드,카페,서울 강동구 양재대로124길 32,37990512
719,꼬모 서울,"카페,디저트",서울 강남구 봉은사로74길 19 1층,1675959172
720,담미온 반포점,국밥,서울 서초구 고무래로 16,1708935698
721,다인식당,한식,서울 강남구 테헤란로 309 삼성제일빌딩 지하1층,1062144911
722,쌈마님 숯불갈비와 쌈밥,쌈밥,경기 오산시 매홀로77번길 6 1층,37379424
723,슈퍼몬스터 반포고투몰점,햄버거,서울 서초구 신반포로 200 t024호,1793036638
724,신숯불탁탁,"육류,고기요리",서울 성동구 고산자로24길 12-1,36901001
725,청자다방 천호점,"카페,디저트",서울 강동구 천중로 181 1층 102호,1367061139
726,간이역왕노가리 가좌점,"맥주,호프",서울 서대문구 증가로 227 1층,1403092297
727,프레드피자 노원점,피자,서울 노원구 상계로12길 36 1층 프레드피자,1874696815
728,몽미 상암본점,돼지고기구이,서울 마포구 월드컵북로48길 50 1층,1454061105
729,양꼬치마을,양꼬치,인천 부평구 원길로 34 중앙프라자1층 양꼬치마을,1942190277
730,만미가셀프장어구이,한식,인천 서구 백범로622번길 20,21496813
731,배스킨라빈스 오산세교홈플러스점,아이스크림,경기 오산시 수청동 252,32614210
732,파리바게뜨 당산롯데점,베이커리,서울 영등포구 영중로 133 (영등포동8가) 1층 102호,18998738
733,머그,"멕시코,남미음식",서울 성북구 동소문로20가길 32 1층,31678909
734,수제킹돈까스N냉면,한식,서울 동작구 보라매로5길 43,1753560109
735,연해장,"곱창,막창,양",서울 중구 다산로44길 90 1층 연해장,1325161415
736,기가막힌맛제작소,종합분식,경기 고양시 덕양구 삼원로3길 42-4 101호,1087105465
737,자마버거 대조점,햄버거,서울 은평구 통일로 825 1층,1132808406
738,금성커피,카페,서울 강남구 논현로30길 26,1941898650
739,우리동네두부,한식,경기 광명시 오리로964번길 19 우리동네두부,1618790038
740,런던플레인,"카페,디저트",경기 수원시 팔달구 덕영대로 907,1363593523
741,샐러디 성수점,"다이어트,샐러드",서울 성동구 성수일로10길 26 하우스디 세종타워 상가동 1층 104호,1206316088
742,경성꽈배기 교대역점,베이커리,"서울 서초구 서초대로 334 , 101호",1735914362
743,서로카페,"카페,디저트",서울 구로구 디지털로31길 59-14 1층,1291063074
744,대단한탕후루 아산용화점,"카페,디저트",충남 아산시 용화로 77 1층,1339201222
745,와인주막차차 명동점,와인,서울 중구 삼일대로 343 대신 파이낸스 센터 2층,1024205645
746,왕세숫대야냉면왕돈까스,한정식,서울 동작구 신대방동,1140989851
747,한우소머리국밥,국밥,경기 하남시 신장로184번길 16,19278796
748,골드,카페,서울 서초구 반포대로26길 48,18773323
749,밥스토랑,한식,서울 동대문구 왕산로 28,1283242135
750,유정식당,한식,경기 하남시 수리북로 13-1,37902780
751,자담치킨 구산역점,"치킨,닭강정",서울 은평구 연서로17길 9 베로니스,1609985284
752,이모네밥상,한식,경기 오산시 오산로190번길 18-6 이모네밥상,37131552
753,신세계분식,종합분식,서울 중구 수표로 40-1,20835039
754,나인티스,카페,서울 관악구 남부순환로157길 7 1층 102호,1855653925
755,자매식당,돼지고기구이,서울 서대문구 통일로 427,13172598
756,라피자,피자,경기 동두천시 평화로 2476-2,1357319391
757,진미식당,한식,서울 동대문구 전농로10길 20,18058658
758,비지트,브런치,서울 서초구 동광로18길 82,1848424123
759,베이크베이크,베이커리,경기 안양시 동안구 귀인로172번길 68 1층,1161462985
760,매력떡볶이,떡볶이,서울 성동구 왕십리로24길 36,1752955065
761,옛고을장터식당,한식,서울 광진구 긴고랑로 31 2층,1355934404
762,두리와인,와인,서울 마포구 대흥로 80-34 5층,1167000940
763,프라우스타 중계점,카페,서울 노원구 동일로204가길 12 홈플러스테스코(주) 중계점,11807997
764,잔:소리,한식,서울 양천구 목동중앙북로16길 3 1층,1805016341
765,동원정,닭요리,충남 천안시 동남구 서부대로 541 동원정,17209796
766,이디야 배봉초교사거리점,카페,서울 동대문구 답십리로63길 131 1층,36170729
767,할머니추어탕 잠실점,추어탕,서울 송파구 석촌호수로 110,35816635
768,까띠보,양식,서울 강동구 강동대로51길 36 1층,1899556922
769,헤게 올림픽공원점,"카페,디저트",서울 송파구 백제고분로50길 12 1층,1097846623
770,필동육전,"전,빈대떡",서울 중구 퇴계로 218-11,1980868678
771,"1인용보쌈,육전전문점",야식,서울 광진구 아차산로33길 31,1674259129
772,이모네야식,한식,서울 강북구 도봉로96길 5-11 드림타워,1246247571
773,코리안바베큐포차 이태원점,"치킨,닭강정",서울 용산구 보광로59길 9 1층 코리안바베큐포차,1601996427
774,수작,"해물,생선요리",서울 송파구 송파대로 111 파크하비오 201동 103호,1561717754
775,투썸플레이스 인천석남역점,카페,인천 서구 길주로 101-1,1084528483
776,먹방스토리,종합분식,서울 구로구 구로동 13-4,38415096
777,정성주막 중동본점,"맥주,호프",경기 부천시 소사구 중동로70번길 15 중동전철역,1795008090
778,개성왕족발보쌈,"족발,보쌈",서울 중랑구 봉화산로 52,1964244246
779,디아카페,"카페,디저트",경기 수원시 장안구 율전로64번길 12-27 1층,1829326233
780,탄다 타,"육류,고기요리",서울 강동구 양재대로89길 16 파크프라자,915861061
781,이태리양조장 홍대점,"맥주,호프",서울 마포구 어울마당로 55-1 1층,1381956541
782,루시카토 베이크카페 롯데몰 은평점,베이커리,서울 은평구 통일로 1050 1층 17호,1910226978
783,해민면옥,한식,인천 부평구 부평대로38번길 4 1층,1294233117
784,하이밀베이커리,베이커리,경기 오산시 궐리사로 28,37132570
785,사계절1124밥차,한식뷔페,경기 수원시 권선구 덕영대로 1129,1778923400
786,배스킨라빈스 연신내역점,아이스크림,서울 은평구 통일로 855-7,11489394
787,고기킹카,한식,경기 성남시 수정구 제일로 169-1,1769558802
788,홍천화로구이 비산점,"육류,고기요리",경기 안양시 동안구 경수대로 884,19245316
789,중화영풍각,중식당,경기 동두천시 동광로 64,38514783
790,용우동 성산점,"우동,소바",서울 마포구 월드컵북로30길 9,11761651
791,아레나,한식,서울 종로구 종로 263,1568070585
792,포들 보라매점,한식,서울 동작구 보라매로3길 29,1936995114
793,토담보리밥,보리밥,경기 양주시 평화로1479번길 84,18088382
794,몽당,요리주점,서울 노원구 노해로85길 10-33 몽당,1514335931
795,레전드카페,"카페,디저트",경기 화성시 병점서로 31-6 202호,1924656055
796,형제들감자탕 안양점,감자탕,경기 안양시 만안구 장내로149번길 50 지상1층,37100995
797,두마리찜닭 두찜 안양범계점,찜닭,경기 안양시 동안구 평촌대로217번길 25 2층 202호(호계동),1419407147
798,라그릴리아 양재점,이탈리아음식,서울 서초구 남부순환로 2620 1층,12962167
799,배스킨라빈스 경희대,아이스크림,서울 동대문구 경희대로4길 2,11489327
800,사조참치 장한평점,생선회,서울 동대문구 장한로2길 7 2층,1683656008
801,펀치상사,한식,충남 천안시 서북구 성환읍 성환2로 94,1467930372
802,최원석의돼지한판&서해쭈꾸미 시립대점,"육류,고기요리",서울 동대문구 전농로 222,1004869182
803,카페 삼공방,"카페,디저트",경기 부천시 원미구 부천로 306-1,1071822410
804,신토불이,"칼국수,만두","서울 구로구 경인로53길 15 B11- 01,02호",1375085078
805,우리동네 떡볶이,떡볶이,경기 고양시 덕양구 화신로 267 1층 101호 일부,1120890221
806,돈선장 세류좀,돼지고기구이,경기 수원시 권선구 덕영대로1145번길 56,1491081109
807,미즈컨테이너 롯데백화점잠실점,이탈리아음식,서울 송파구 올림픽로 240 지하1층,1475066082
808,멍석집영양탕,"사철,영양탕",경기 시흥시 다솜마을2길 4 화신프라자 1층,13476337
809,파티25,술집,경기 안양시 동안구 관평로182번길 31,36918792
810,순배순대국,"순대,순댓국",서울 금천구 벚꽃로 298 (B117)지하1층 순배순대국,1618349765
811,이디야커피 청량리점,카페,서울 동대문구 왕산로 225 미주상가,34350614
812,데이롱카페 과천래미안슈르점,"카페,디저트",경기 과천시 별양로 28 래미안슈르상가 A동 1029호,1232145947
813,배스킨라빈스 탕정한들물빛,아이스크림,충남 아산시 탕정면 매곡한들1길 7 1층,1214367810
814,엄마손칼국수,"칼국수,만두",서울 강서구 강서로12길 8-9 1층,1008182446
815,디저트39 이대점,카페,서울 서대문구 이화여대길 53 성림빌딩 1층,1886026987
816,송돈 방이본점,돼지고기구이,서울 송파구 가락로 280 1층 송돈,1003304244
817,경성돈가츠,일식당,서울 송파구 석촌호수로18길 29,1761522004
818,소울푸드,떡카페,서울 구로구 오류로8라길 20-4 (1층 소울푸드),1480441551
819,쏘핫마라탕 동대문본점,중식당,서울 종로구 종로 302 1층,1432242821
820,네기스키야키 압구정점,일식당,서울 강남구 논현로 854 지하1층 네기스키야키,1705860023
821,킥스시,"초밥,롤",서울 영등포구 여의대방로61길 21 삼두아파트,1829019702
822,다올집,한식,서울 동작구 사당로30길 100,1707688841
823,국수 품은 막회,국수,경기 군포시 공단로140번길 22 1층 111호,1124397506
824,컴포즈커피 수서역점,카페,서울 강남구 밤고개로1길 10 103호,40603399
825,써브웨이 여의도화재보험점,샌드위치,서울 영등포구 국제금융로6길 38 1층,1821030976
826,카페AJ,북카페,경기 안양시 만안구 장내로140번길 11-9,19239795
827,명동면옥,냉면,서울 영등포구 당산로28길 4,1684293086
828,전국낙지자랑 본점,낙지요리,서울 송파구 올림픽로 424,1186730270
829,몽마르언덕,이탈리아음식,서울 종로구 낙산길 196 4층,37341850
830,실비집,한식,경기 안양시 만안구 안양로340번길 8,19407033
831,블록베이커리,베이커리,경기 부천시 원미구 소향로 239,37185968
832,527 양꼬치,양꼬치,서울 영등포구 대림로31길 7 1층,1436933488
833,문어랑 상록점,"해물,생선요리","서울 강남구 봉은사로44길 64 1층,2층",36523164
834,넝쿨식당,한식,서울 중구 남대문시장길 18-10,1131204917
835,순살몬스터 화곡마을,"치킨,닭강정",서울 강서구 화곡로 296 지하1층 22호,1347561235
836,츄러스1500 마곡점,"카페,디저트",서울 강서구 양천로 344 대방디엠시티 1층131호,1139501300
837,리틀포포유,아시아음식,서울 용산구 서빙고로 17 센트럴파크 몰동 2층 2071호,1884127361
838,아비꼬 경희대점,카레,서울 동대문구 경희대로3길 5,20057816
839,행복한김밥매니아 수원역점,김밥,경기 수원시 팔달구 향교로 52,19208366
840,브라질다방,다방,서울 동대문구 왕산로 183 2층,1825733146
841,전주족발집,"족발,보쌈",경기 수원시 권선구 세권로 185,18081104
842,메가MGC커피 안양중앙점,카페,경기 안양시 만안구 안양로 330-1 1층 일부호,1163980229
843,조약돌,한식,서울 중랑구 면목로37길 13 1층(면목동),1608482896
844,생활맥주 구의역점,"맥주,호프",서울 광진구 아차산로53길 10,1945271592
845,빵굽는요셉,베이커리,서울 강북구 도봉로71가길 11,1489736383
846,빛고을 으뜸추어탕,추어탕,서울 서초구 서초중앙로26길 13 1층,38019462
847,미각의 발견,"육류,고기요리",서울 광진구 자양로50길 37 1층,1052173842
848,만흥,중식당,인천 서구 신석로 56 1층,1446007100
849,이파리 플레이트,"스파게티,파스타전문",경기 고양시 일산서구 호수로838번길 15-2 1층,1239694517
850,명동칼국수보쌈만두,"칼국수,만두",서울 구로구 경인로53길 15,37615937
851,홍어천국,"해물,생선요리",서울 중랑구 중랑역로 38-1,1856852600
852,라이팅하우스,"카페,디저트",충남 천안시 서북구 불당34길 3-20 1층 104호,1935654698
853,초밥과배달의세계,"초밥,롤",서울 중구 다산로42길 29,1361545797
854,반올림피자 부평구2호점,피자,인천 부평구 마장로168번길 28,1811407599
855,강씨네세발낙지,낙지요리,서울 송파구 백제고분로33길 32 태호빌딩,13452472
856,빽다방 천안쌍용월봉점,테이크아웃커피,충남 천안시 서북구 월봉로 84 월봉메디컬빌딩,37190107
857,김밥천국 중곡역점,분식,서울 광진구 능동로 415-1,18802785
858,파리바게뜨 오산중앙점,베이커리,경기 오산시 성호대로 89 오산세명프라자,17875519
859,46도무인카페3호점,"카페,디저트",경기 시흥시 군서로18번길 26 1층 101호,1930495855
860,숙성회136 위례신도시점,생선회,서울 송파구 위례광장로 170 B동 1층 106호,1671876608
861,누구나홀딱반한닭 망원역점,"치킨,닭강정",서울 마포구 월드컵로20길 5 제이디빌딩,38457258
862,청년감자탕 순대국 공릉점,감자탕,서울 노원구 공릉로 158-1 청년감자탕 순대국 공릉점,1699135866
863,빤닭빤닭 명동점,한식,서울 중구 명동4길 46 2층,1900947969
864,아리스타커피 선유도점,카페,"서울 영등포구 양평로21길 4 1층 101호, 102호",1930540397
865,구오,이자카야,경기 수원시 팔달구 행궁로 30-1 2층,1878519902
866,압구정봉구비어,"맥주,호프",충남 천안시 서북구 미라2길 60 놀부,36896817
867,함루 서울역점,일식당,서울 중구 한강대로 405 서울역사 4층,1668670014
868,동진칼국수,한식,서울 동대문구 약령서길 100,20900745
869,포메인 RED 남대문점,베트남음식,서울 중구 남대문로 40 1층,1584057690
870,콘래드서울 버티고,바(BAR),서울 영등포구 국제금융로 10 콘래드 서울 9층,38003735
871,뉴욕피자,피자,경기 동두천시 중앙로 267,18983767
872,오준이네감자탕 신용산점,한식,서울 용산구 한강대로 120 1층,1815795054
873,참마포갈비,돼지고기구이,경기 부천시 원미구 신흥로 317,20593616
874,배스킨라빈스 여의KBS별관점,아이스크림,서울 영등포구 여의대방로 383 1층 112호,1806624552
875,끝판왕피자 남가좌점,피자,서울 서대문구 거북골로 71 1층,1165590032
876,토정삼계탕 직산관,"백숙,삼계탕",충남 천안시 서북구 직산읍 봉주로 70 1층 토정삼계탕,1385803946
877,명인만두 상봉역점,분식,서울 중랑구 망우로 304 1층 101호,1083893675
878,스시초이,덮밥,서울 동작구 흑석로6길 18,1469591227
879,스시포차야타이,일식당,경기 시흥시 중심상가2길 4-3,37312112
880,깡우동 안양범계점,포장마차,경기 안양시 동안구 평촌대로223번길 36 1층 106호,1500778347
881,종암식당,한식,서울 성북구 정릉로 448-17,1520889387
882,구름산추어탕 여의도점,추어탕,서울 영등포구 국제금융로8길 31 지하 1층,1657541360
883,슬로우캘리 명지대점,"다이어트,샐러드",서울 서대문구 거북골로 29 1층,1457426530
884,혼밥대왕,한식,충남 천안시 서북구 쌍용15길 39,1825069255
885,깡통포차,포장마차,경기 부천시 원미구 조마루로297번길 51,1525041770
886,왕십리곱창마을,"곱창,막창,양",충남 천안시 서북구 원두정10길 28,1465623228
887,유미식당 본점,"육류,고기요리",서울 강남구 논현로94길 27,1477237458
888,해변회마을,생선회,서울 송파구 오금로19길 9 한성빌딩 1층,18862299
889,옛날,한식,서울 동대문구 왕산로 191-1 동원빌딩 2층. 청량리동,1250229379
890,졸리앤몰트,이탈리아음식,서울 노원구 노해로83길 20 5층,1418860157
891,중앙수산식당,한식,충남 천안시 서북구 천안대로 1347 천안농산물도매시장,20530292
892,던비매드,"카페,디저트",서울 동대문구 왕산로43가길 2 1층 카페 던비매드,1213185351
893,착한낙지 연신내점,낙지요리,서울 은평구 연서로 322,13547490
894,깡장양곱창,"곱창,막창,양",서울 영등포구 국제금융로6길 33 맨하튼빌딩 지하1층 3호,38556373
895,메기본가,"해물,생선요리",서울 송파구 새말로5길 11 문정빌딩,18518252
896,논도랑추어탕,추어탕,서울 도봉구 시루봉로 206,1995458194
897,또봉이통닭 부천송내점,"치킨,닭강정",경기 부천시 소사구 경인로53번길 15,1479466927
898,설화푸드,만두,서울 관악구 장군봉2길 7,1557268265
899,무청감자탕 부천춘의점,감자탕,경기 부천시 원미구 부천로245번길 45 1층,1665676905
900,이모포차,포장마차,서울 관악구 봉천로12길 34 이모포차,1304886953
901,치킨 진짜 맛나게 튀기는ZIP 진안점,"치킨,닭강정",경기 화성시 병점로 37-6,1826513312
902,마닐로우,한식,서울 서대문구 거북골로 37-5 1층,1921315424
903,피자네버슬립스,피자,서울 강남구 도산대로19길 50 2층 피자네버슬립스,1198374614
904,또이또이베트남 신세계백화점 본점,베트남음식,서울 중구 소공로 63,1112235502
905,옛맛안흥찐빵,냉면,서울 광진구 아차산로40길 69-9,1782940969
906,김가네 동대문공원점,분식,서울 중구 을지로44길 19,1907173403
907,피자랑,피자,서울 성동구 사근동11길 3,34322687
908,투고샐러드 성신여대본점,"다이어트,샐러드",서울 성북구 보문로34나길 3,34778630
909,써니네곱창,"곱창,막창,양",경기 양주시 독바위로 30-1,1710928797
910,가마루빚은고등어,"해물,생선요리",서울 성동구 왕십리광장로 17 4층,1326390216
911,디벨롭커피랩,"카페,디저트",경기 부천시 원미구 조마루로385번길 92,1679827448
912,별난주점 인천신현점,"맥주,호프",인천 서구 가정로 337 하모니 빌딩,34034020
913,유가네순대국 24시,"순대,순댓국",서울 강북구 한천로 1056 1층,1877788626
914,오븐에빠진닭 회기역점,"치킨,닭강정",서울 동대문구 회기로 188 두리빌딩,33102274
915,주식이돈까스&탕수육,돈가스,"서울 노원구 상계로23다길 13-8 101동 140호(상계동,노원 아이파크)",1532836942
916,더벤티 부천벚꽃마을점,카페,경기 부천시 원미구 상일로 14-5,1602776130
917,에그드랍 반포삼호가든점,샌드위치,서울 서초구 서초중앙로33길 8 1층,1057064484
918,노걸대감자탕&짜글이 장재점,감자탕,충남 아산시 배방읍 새아산로 20-12,30873033
919,서가네식당,기사식당,서울 용산구 효창원로 174,38281352
920,덮밥장사장 상일동점,덮밥,서울 강동구 고덕로 399 고덕센트럴푸르지오 메가스퀘어동 지하1층 비122호,1961384673
921,바르다김선생,한식,경기 고양시 일산서구 호수로 817,1433164823
922,팽이집,"해물,생선요리",서울 영등포구 영신로19길 11-9 팽이집,18547882
923,푸라닭 천안직산점,"치킨,닭강정",충남 천안시 서북구 직산읍 직산로 24 상가동1층 101호,1284275928
924,준참치,생선회,서울 강북구 도봉로50길 8 준참치,1253990020
925,히포크라테스 스프,양식,서울 성북구 고려대로28길 12-3,1331163953
926,금요일호프,"맥주,호프",경기 시흥시 정왕천로411번길 16,1770873128
927,미스터김밥,김밥,서울 마포구 마포대로 33 한화오벨리스크 지하 1층,1435075380
928,창심관,돼지고기구이,"경기 화성시 동탄반송3길 8 동탄타워 120, 121, 122, 123호",37180768
929,청정회수산,"해물,생선요리",경기 부천시 원미구 상이로9번길 25-4,1884852110
930,플린트,베이커리,서울 송파구 백제고분로21길 23,1129078928
931,카페피스 3호점,"카페,디저트",경기 의정부시 경의로 120 지상1층북카페 일부호,1881509033
932,더바른스시 2호점,"초밥,롤",경기 화성시 병점동로 120-5 1층 일부호(102호)(진안동),1436542403
933,원조옥수사,"칼국수,만두",충남 천안시 동남구 영성로 25-3 옥수사음식점,17191571
934,리김밥 연세세브란스빌딩점,분식,서울 중구 통일로 10 지하1층 리김밥,1590721606
935,카페차이 홈플러스금천점,차,서울 금천구 시흥대로 387-2,1036468655
936,더숲,브런치,서울 강서구 공항대로 194 퀸즈파크12 1층,1900378836
937,메종드에이미,"카페,디저트",경기 고양시 일산동구 강송로87번길 7-5 1층 101호 메종드에이미,1098704884
938,프라우스타 시흥점,카페,서울 금천구 시흥대로 201 삼성홈플러스,11807985
939,도담돈가스,돈가스,서울 양천구 남부순환로79길 31 1층 일부,1116553449
940,형제특수부위 미사점,"육류,고기요리","경기 하남시 미사강변중앙로204번길 45 102,103호",1526208440
941,우리카페,"카페,디저트",서울 강남구 개포로120길 41 101호,1276184937
942,왕십리나주곱창,"곱창,막창,양",서울 영등포구 경인로 775 에이스하이테크시티 지하1층175호,1234114711
943,"라운지, 많",바(BAR),서울 강남구 학동로1길 11 2층,499383737
944,상암순대국,"순대,순댓국",충남 아산시 배방읍 모산로 170,1355836063
945,피자빌스,피자,서울 마포구 방울내로 24 1층 우측점포,1115420048
946,루베이크샵,베이커리,서울 송파구 마천로 74 제1층 103호,1434801015
947,제일 맛있는 곱창,"곱창,막창,양",서울 중랑구 면목로 389,38255424
948,더팔당 AK플라자금정점,한식,경기 군포시 엘에스로 143 1층,1223059433
949,위고에빅토르 현대백화점 무역센터점,카페,서울 강남구 테헤란로 517 현대백화점 무역센터점 지하 1층,1731303789
950,인쌩맥주 인천주안역점,"맥주,호프",인천 미추홀구 주안로104번길 5 1층,1242098096
951,킹된장남,"백반,가정식",서울 서초구 신반포로47길 33-2 2층,1371404544
952,마라비빔면&쇠고기냉면,중식당,서울 광진구 능동로 69 1층 134호,1011010308
953,붕어빵카페 디플리,"카페,디저트",서울 광진구 자양로 312 1층 1-2호,1535424794
954,쌀통닭 괴안점,"치킨,닭강정",경기 부천시 소사구 범안로 43,1678885283
