id,restr_name,food_ctg,addr,code
1609,현다방,다방,경기 안양시 만안구 안양로329번길 14-5,37139764
1610,몽테뉴,"맥주,호프",서울 종로구 창덕궁1길 33 지하 1층,1954928612
1611,싸다김밥 석촌고분역점,분식,서울 송파구 백제고분로 265 1층 싸다김밥,1051113975
1612,구워구워치킨,"치킨,닭강정",인천 미추홀구 한나루로 617 1층,16431964
1613,안동댁포차,포장마차,서울 중구 다산로44길 46,1299897272
1614,장수촌,소고기구이,서울 강서구 마곡서로 157 스프링파크타워 1층 102호-1호,1041243268
1615,하루노미즈,이자카야,서울 은평구 연서로5길 3 1층 하루노미즈,1243429828
1616,강릉스낵,종합분식,서울 양천구 목동동로 228-2,1800240724
1617,프리츠 아르투아,양식,서울 용산구 이태원로 172 1층(이태원동),1151008507
1618,만랩커피풍무2호점,카페,서울 서초구 사평대로 142,1356233803
1619,장어랑한우랑,한식,서울 영등포구 경인로71길 50 조흥힐그린 1층,1063299708
1620,파리바게뜨 양평비즈타워점,베이커리,서울 영등포구 영등포로 33 목동비즈타워 112호,18639022
1621,노랑냄비와석쇠구이집,주꾸미요리,경기 수원시 장안구 서부로2123번길 16 1층102호,1798081546
1622,드래곤호프,"맥주,호프",서울 용산구 후암로 101 2충,928896595
1623,해피양꼬치,양꼬치,경기 광명시 철산로30번길 5 기린빌딩,83945018
1624,매머드커피 용산점,카페,서울 용산구 한강대로30길 25 아스테리움용산 지하 117호,37604212
1625,구워구워 집으로,"도시락,컵밥",경기 오산시 세마역로19번길 44,1825600984
1626,태능가든,한식,서울 중랑구 신내로14길 13 1층태능가든,18172178
1627,두남자의볶음밥&냉모밀 송파점,한식,서울 송파구 백제고분로22길 5,1118789256
1628,시티칸호프,"맥주,호프",경기 부천시 소사구 안곡로205번길 72,21157739
1629,금화통닭 부개점,"치킨,닭강정",인천 부평구 동수로 127,1350128353
1630,크라운호프 망원점,"맥주,호프",서울 마포구 월드컵로 133 1층,1103311205
1631,컴포즈커피 신사점,카페,서울 서초구 신반포로47길 77 1층 105호 컴포즈커피,1032043973
1632,소라샤브샤브칼국수,"칼국수,만두",서울 강서구 화곡로31길 19,1174771708
1633,신사부대찌개&품격삼겹살 문래2호점,"찌개,전골",서울 영등포구 경인로 775 지층B-178호 (에이스하이테크시티1차),38576426
1634,둘둘치킨 구파발역점,"치킨,닭강정",서울 은평구 진관2로 15-8 1층 112호,1819632927
1635,이가네낙지와오리,"육류,고기요리",서울 광진구 능동로53길 5,318500447
1636,민들레포차,포장마차,서울 강서구 화곡로53길 9,1839344854
1637,근본족발,"족발,보쌈",서울 중랑구 상봉중앙로8가길 48,1802491106
1638,리김밥 답십리점,분식,서울 동대문구 답십리로 140,948718320
1639,솥뚜껑삼겹살,돼지고기구이,서울 광진구 영화사로 38 105호,1186698609
1640,메가MGC커피 가산리더스타워점,카페,서울 금천구 벚꽃로 286 지하1층,1480590729
1641,동두천스낵,종합분식,경기 동두천시 평화로 2663-16,1002631644
1642,206COFFEE,테이크아웃커피,서울 강북구 도봉로 167 아름빌딩 1층,466312820
1643,두끼 수원NC터미널점,분식,경기 수원시 권선구 경수대로 270 NC백화점 수원터미널점 5층,37130044
1644,KFC 둔촌동점,햄버거,서울 강동구 양재대로 1390,11808206
1645,신복당,중식당,경기 안산시 단원구 다문화길 31,769714019
1646,생오리돌판구이,오리요리,인천 부평구 경원대로 1439 나동,19873805
1647,일커피숍,카페,경기 군포시 군포로 532,1313325462
1648,북촌순두부&쭈꾸미 롯데백화점일산점,두부요리,경기 고양시 일산동구 중앙로 1283 10층,1375393823
1649,파리의하늘,카페,경기 수원시 장안구 덕영대로497번길 8-13,19198308
1650,진식주,요리주점,서울 송파구 삼전로13길 52 1층 101호,1249915377
1651,지호한방삼계탕 마포대흥역점,"백숙,삼계탕",서울 마포구 독막로 229 1층,37695398
1652,24시 노크에스티 카페 본점,카페,경기 평택시 특구로19번길 16 1층 노크애스티카페,562143846
1653,미가,한식,서울 마포구 마포대로11길 25-17,577694730
1654,더래빗,"카페,디저트",경기 군포시 용호2로54번길 13,1157640123
1655,수진칼국수,"칼국수,만두",경기 성남시 수정구 수정남로54번길 1,35785384
1656,분짜하노이 서울대입구점,베트남음식,서울 관악구 관악로 154 지하1층,37625218
1657,빽다방 망월사역점,테이크아웃커피,경기 의정부시 평화로 196 신일엘리시움 상가 108호,1270589595
1658,홍수계찜닭 을지로센터원점,찜닭,서울 중구 을지로5길 26 미래에셋 CENTER 1,37792672
1659,무교동낙지 여의도점,낙지요리,서울 영등포구 여의나루로 42 여의도종합상가,735918079
1660,커피에반하다 용두KY타워점,카페,서울 동대문구 왕산로 45 1층 커피에반하다 용두ky타워점,1339920944
1661,설레는담소,"카페,디저트",경기 오산시 수청로8번길 9-5 1층 101호,1211927316
1662,청춘호프,"맥주,호프",서울 금천구 범안로 1206 협진빌딩,1099723972
1663,다함께포차차 부천점,요리주점,경기 부천시 원미구 부일로459번길 30,1474721954
1664,나리테이블,"카페,디저트","경기 안양시 만안구 예술공원로 70 (안양동, 세림연립상가) 1층 103호",1738341804
1665,스파게티가있는풍경 광화문역점,"스파게티,파스타전문",서울 종로구 새문안로 103-1 2층,31420349
1666,소림마라 동작점,마라탕,서울 동작구 만양로14가길 1 1층,1402976461
1667,백채김치찌개 간석오거리역점,"찌개,전골","인천 남동구 백범로 399 아트폴리스 1층 103,104호",38301255
1668,김밥나라10호점,분식,충남 천안시 동남구 봉정로 17-1,1996527339
1669,비바비보,이탈리아음식,서울 강남구 논현로136길 5-3 103호 비바비보,1862873293
1670,자가제빵 선명희피자 오산점,피자,경기 오산시 성호대로 106,1634420572
1671,이남장 명동점,"곰탕,설렁탕",서울 중구 명동9길 39 1층 이남장 명동점,1027657853
1672,노노카페 진안도서관점,"카페,디저트",경기 화성시 병점중앙로 229,1051869707
1673,진미,종합분식,서울 구로구 신도림동 경인로 643 동아2차아파트 상가,1212044191
1674,빌리엔젤 여의도점,케이크전문,서울 영등포구 국제금융로2길 24 1층 1호,1969024166
1675,마라공방 시흥 배곧점,마라탕,경기 시흥시 서울대학로264번길 35 1층 107호,1247539028
1676,연남물갈비 목동점,"육류,고기요리",서울 양천구 신정중앙로 65 1층,1486964944
1677,불타는꼬기나라,"육류,고기요리",서울 중랑구 망우로30길 30,1382312988
1678,한잔집,"맥주,호프",서울 강북구 월계로7나길 24,1601008227
1679,육해밥 이마트중동점,한식,경기 부천시 원미구 석천로 188,1933103728
1680,직관,요리주점,경기 오산시 대원로 30 1층 직관,1431382678
1681,생연추어탕,추어탕,경기 동두천시 생연로 151-2 생연동,1130912483
1682,파리바게뜨 개포행복점,베이커리,서울 강남구 선릉로 50 1층 [개포동 교회 옆],1216466682
1683,제주 천연벌꿀 닭강정,"치킨,닭강정",서울 강서구 등촌로13바길 68,1702522105
1684,카페티포,"카페,디저트",서울 은평구 서오릉로13길 25 우측,1331396760
1685,벌크커피 숭실대직영점,테이크아웃커피,서울 동작구 상도로67길 31,1052134460
1686,OB단란주점,단란주점,인천 부평구 시장로51번길 24,1233620502
1687,장막,카페,서울 은평구 연서로22길 10-1 클라인하우제 1층,1680818386
1688,창화당 신세계강남점,"칼국수,만두",서울 서초구 신반포로 176,1050001685
1689,안주.Zip 라페스타점,포장마차,경기 고양시 일산동구 고봉로 32-19 107호,1248330772
1690,항방양육관,양꼬치,서울 금천구 시흥대로52길 49,1482027127
1691,해솜맛집,한식,경기 시흥시 군서마을로 118,1630494670
1692,샐러드박스 답십리점,"다이어트,샐러드",서울 동대문구 황물로 168 한성아펠시티 1층 121호,1251285227
1693,딱새우에 한잔,일식당,서울 송파구 송파대로28길 27,1290569982
1694,고드니,"카페,디저트","서울 강서구 마곡중앙로 161-1 캐슬파크 2층 220, 230호",1374736548
1695,정스닭꼬치 더현대서울점,닭요리,서울 영등포구 여의도동 여의대로 108,1245384079
1696,정직한제빵소 LF스퀘어점,베이커리,경기 양주시 평화로 1593 LF스퀘어 양주점 3층,1898036496
1697,호랑이두목타코야끼&커피,"카페,디저트",서울 강동구 천중로16길 44 1층,1459635742
1698,순,바(BAR),서울 중구 동호로 290 1층,1956015128
1699,리에쥬와플 신세계강남점,와플,서울 서초구 신반포로 176,1829312700
1700,게스후,바(BAR),서울 강남구 강남대로152길 62,33811622
1701,광어연어,생선회,서울 관악구 관천로 59-1 1층,1193012165
1702,대왕숯불갈비,"육류,고기요리",서울 강남구 일원로9길 28,18596137
1703,화로국물닭발,닭발,서울 광진구 아차산로 207 선일빌딩,873309895
1704,3.9대패삼겹살,한식,경기 시흥시 서울대학로278번길 34 1층 122호,1334997889
1705,커스텀커피 수원SK스카이뷰점,카페,경기 수원시 장안구 이목로 24 603동 상가3동 102호 커스텀커피,1564927625
1706,델리컵치킨,"치킨,닭강정",서울 동대문구 제기동 137-1,13549011
1707,커피 위드,테이크아웃커피,서울 관악구 과천대로 943,1058695110
1708,썬더치킨 세종대점,"치킨,닭강정",서울 광진구 군자로 127-1,30969154
1709,김용기명과,베이커리,인천 부평구 경원대로 1372 김용기명과,13509109
1710,영림가든,한식,서울 금천구 시흥대로26길 37,18543142
1711,두레식당,한식,서울 영등포구 선유로51길 19-1,1335508403
1712,대성집,"곰탕,설렁탕",서울 종로구 사직로 5,13517178
1713,힘찬장어,"장어,먹장어요리",서울 동대문구 장한로18길 6 1층,30819900
1714,블루보틀 여의도 카페,블루보틀,서울 영등포구 여의대로 108 더현대서울점 5층,1656542083
1715,휘뚜루,이자카야,서울 성동구 왕십리로2길 38 1층,1415713878
1716,대림골,"육류,고기요리",서울 영등포구 도림천로21길 29-1,20632952
1717,이자와 왕십리 엔터식스점,일식당,서울 성동구 왕십리광장로 17 4층,38628048
1718,옛날에해장국,해장국,서울 용산구 효창원로 264,1607012625
1719,맛과멋,한식,서울 강남구 테헤란로22길 32 1층 101호,1045365511
1720,다복향마라탕 수진점,중식당,경기 성남시 수정구 수정남로 27 1층,1771860062
1721,헬로우마라,중식당,서울 송파구 새말로 62 푸르지오시티 지하광장 120호,1775296878
1722,청춘포차,"전통,민속주점",경기 성남시 수정구 제일로 186,1787130713
1723,타코야퀸소하점,일식당,경기 광명시 충현로8번길 9 지층 2호일부호,1046851804
1724,홍스커피,"카페,디저트",서울 영등포구 영등포로 109 영등포유통상가,465281411
1725,매쿠나떡볶이,종합분식,서울 성북구 화랑로40길 28,1569976194
1726,취,"맥주,호프",서울 성북구 장위로 35 1층,1155293213
1727,제일커피호프,"맥주,호프",서울 구로구 구로동로 235,20929662
1728,미자씨,요리주점,서울 마포구 동교로38길 6 2층,1839540860
1729,카페일월십일,"카페,디저트",서울 양천구 목동중앙남로9길 41 1층,1551315057
1730,더원,중식당,서울 노원구 광운로 61 2층(북경오리전문점),1092067499
1731,라운드코너,"카페,디저트",서울 서초구 효령로46길 15 1층,1722192544
1732,패티앤빅 왕돈가스,돈가스,경기 고양시 덕양구 동송로 33 상가 2층 75호,1152317352
1733,삽다리곱창,"곱창,막창,양",경기 성남시 중원구 성남대로1148번길 5,18354094
1734,야미마라탕 텐즈힐 점,중식당,서울 성동구 무학로 33,1559426015
1735,커피사피엔스 과천센텀시티점,카페,경기 과천시 과천대로7길 26 과천센텀스퀘어 지하1층 152호,1178031449
1736,주전자 꼬들목살,"육류,고기요리",서울 중구 다산로 114-7,1134592891
1737,선향정샤브샤브 강남2호점,샤브샤브,서울 강남구 역삼로1길 19,1303630904
1738,고두리 용산점,"육류,고기요리",서울 용산구 한강대로39길 10 1층,1939510144
1739,꿈애풍천장어가 상봉본점,"장어,먹장어요리",서울 중랑구 봉우재로33길 37,1103834963
1740,한돈생돼지두루치기,"찌개,전골",경기 부천시 원미구 부천로10번길 42,38457275
1741,카페모리,카페,서울 관악구 낙성대역길 111 1층,1270411038
1742,미분당 문정점,베트남음식,서울 송파구 송파대로 201 송파테라타워2 A동 1층 104호,1971613452
1743,오동커피,"카페,디저트","서울 강북구 오현로21길 132 1층(번동, 노을집)",1739422584
1744,포차시대,포장마차,서울 송파구 백제고분로27길 14 1층101호,1957933678
1745,불꽃직화닭발&떡볶이,야식,서울 광진구 면목로 200,1165670277
1746,마부자생삼겹살 합정점,돼지고기구이,서울 마포구 월드컵로1길 14 B121호,1630572480
1747,순천식당,한식,서울 영등포구 시흥대로 651-1,1219255616
1748,양꼬치가,양꼬치,서울 노원구 한글비석로20길 30 2층,1878498007
1749,두번먹는명인김치찜,한식,서울 서초구 도구로 119-2 지하1층,1495962570
1750,강식당 성내직영점,한식뷔페,서울 강동구 양재대로 1319,1453061871
1751,빈티지 취하다,요리주점,서울 노원구 상계로12길 31,329005762
1752,카페인중독 병점점,와플,경기 화성시 효행로1039번길 21 1층 104호,1361753465
1753,이자카야 논논,이자카야,서울 강남구 압구정로10길 30-5 지층,1070541022
1754,넷길이콩나물국밥 성북구청점,한식,서울 성북구 보문로 149-1 1층,1274139021
1755,멸치국수,국수,경기 안산시 상록구 상록수로 28,37882680
1756,목동쿠시,이자카야,서울 양천구 중앙로36길 24,1016708778
1757,파이널나인 인천부평점,"맥주,호프",인천 부평구 시장로20번길 19 4층 파이널나인 부평점,1466147190
1758,한식산책,한식,경기 남양주시 오남읍 경복대로 93 1동 102호,1578558501
1759,김밥매니아,한식,경기 평택시 지제로 134-4,1044415899
1760,가오떡볶이,떡볶이,경기 하남시 신평로 87,1503963800
1761,홍삼치킨,"치킨,닭강정",인천 미추홀구 경인로 160 101호 (영의동),1700237734
1762,시즌,"카페,디저트",서울 노원구 상계로3길 38-2 2층,1792785194
1763,안가네대추빵 태평점,베이커리,경기 성남시 수정구 수정북로11번길 1,1283576949
1764,한일전,"전,빈대떡",서울 성북구 종암로18길 16 1층 한일전,1218357983
1765,또봉이통닭 수원서둔점,"치킨,닭강정",경기 수원시 권선구 여기산로 20,34897034
1766,산성분식,종합분식,경기 성남시 수정구 수정남로56번길 20-1,19429839
1767,꽐라포차,포장마차,경기 동두천시 정장로17번길 11,37064487
1768,정,"맥주,호프",서울 성북구 돌곶이로27길 29-3,1748281737
1769,란궁마라탕 구로점,중식당,서울 구로구 디지털로31길 41 204-1,1484900021
1770,숙이네소머리국밥,국밥,충남 아산시 배방읍 모산로91번길 10-3 1층 101호,1975308616
1771,아웃백스테이크하우스 동탄점,패밀리레스토랑,경기 화성시 동탄중앙로 220 타임테라스 A블럭 3층 아웃백 스테이크 하우스,21241644
1772,사가정 누룽지통닭구이,"치킨,닭강정",서울 중랑구 면목로48길 26 1층(면목동),1186140914
1773,행복한빵집,베이커리,경기 의정부시 비우로 71,1594304780
1774,육칠이 망월사점,한식,경기 의정부시 평화로 156 . 1층 102호,1185673056
1775,등촌샤브칼국수 구로점,"칼국수,만두",서울 구로구 구로중앙로 57 남정빌딩,18959482
1776,코너분식,종합분식,서울 영등포구 양평로18길 10,20871154
1777,디빠빠키친 응암점,"스파게티,파스타전문",서울 은평구 은평로 57,32630738
1778,장수양꼬치,양꼬치,경기 안산시 상록구 광덕1로 385 1층 112호,1942941221
1779,치킨강정시대,"치킨,닭강정",충남 천안시 서북구 쌍용14길 19 1층 치킨강정시대,1822843250
1780,소망식당,한식,서울 강남구 선릉로 577,1141852913
1781,베리웰 양재점,"치킨,닭강정",서울 서초구 바우뫼로43길 46 탑마인드,19452573
1782,나들목 본점,한식,인천 부평구 신트리로 40,21245564
1783,사남매 전복갈비찜&해신탕,한식,서울 강서구 강서로5나길 83 102호,1470954642
1784,겉절이,음식점,경기 의정부시 평화로691번길 7,1214167511
1785,산골짝의다람쥐,한식,경기 과천시 찬우물로 26-2,32981666
1786,카페클로버,"카페,디저트",경기 안양시 만안구 덕천로 124 1층,1970739681
1787,진지방 순화점,"순대,순댓국",서울 중구 칠패로 27,1729506922
1788,빽다방 상동역북부점,테이크아웃커피,경기 부천시 원미구 길주로 105,38232331
1789,텐퍼센트커피 신방화역점,카페,서울 강서구 초원로16길 3-11 힐스테이트 상가 109호,1551076755
1790,미스터짱닭치킨 모란점,"치킨,닭강정",경기 성남시 중원구 둔촌대로101번길 6-10 삼성슈퍼빌,36977170
1791,롯데리아 선릉점,햄버거,서울 강남구 테헤란로 316 메트라이프타워,21817950
1792,멸치국수,국수,경기 의왕시 부곡중앙로 50,36974187
1793,반전갈비후라이드,한식,서울 강서구 강서로7길 147 . 1층 103호,1376936052
1794,미담씨네 정든 김치찌개,한식,경기 시흥시 군자로533번길 3-2,1370615107
1795,새샘멸치국수,한식,경기 안산시 상록구 광덕1로 370,1582131304
1796,60계 치킨 봉천점,"치킨,닭강정",서울 관악구 은천로 93 101동 1층상가 60계치킨서울봉천점,1071476931
1797,용두동쭈꾸미 1호점,주꾸미요리,서울 동대문구 무학로36길 10,12939658
1798,맥도날드 고척DT점,햄버거,서울 구로구 경인로 393,37411109
1799,스시마리오 역곡본점,"초밥,롤",경기 부천시 원미구 부일로 701,35455910
1800,모센트,"카페,디저트",서울 용산구 한강대로52길 25-14,1562125904
1801,파리바게뜨 신용산역점,베이커리,서울 용산구 새창로 217 토투밸리 1층,1421798545
1802,카페모리앙,"카페,디저트",충남 천안시 서북구 두정로 197 1동 103호 MORIANG,1646909935
1803,샤나쥬얼리카페,"카페,디저트",서울 강서구 방화동로16길 2,1527993398
1804,알라메종 와인앤다인,양식,서울 용산구 청파로20길 95 그랜드 머큐어 앰배서더 서울 용산 1F,1130995240
1805,프렌즈,한식,서울 중구 세종대로21길 55 3층,1593289386
1806,성심반점,중식당,경기 의정부시 가능로125번길 18,1648421136
1807,타이패밀리,태국음식,서울 관악구 행운1길 39,1744964482
1808,모녀밥상,"백반,가정식",서울 영등포구 경인로74길 7,1759791354
1809,더완벽한김밥,김밥,서울 양천구 목동동로 339 목동트윈빌 1층,35272129
1810,BBQ치킨 부천상동법원점,"치킨,닭강정",경기 부천시 원미구 부일로221번길 31,1456781746
1811,고노돈부리,돈가스,서울 송파구 충민로 66 가든파이브라이프 9층,1069607910
1812,스위트로빈,카페,경기 동두천시 중앙로361번길 41,1141463951
1813,청춘닭꼬치 논현직영점,"일식튀김,꼬치",서울 강남구 강남대로122길 15 1층,1446111484
1814,마스터빈스커피,카페,서울 성북구 동소문로24가길 21 마스터빈스커피,13465522
1815,히야,이자카야,서울 송파구 충민로 5 상가 A동 122호,1105809699
1816,봉구비어 가능역점,"맥주,호프",경기 의정부시 신흥로 356-1,35337844
1817,마인더갭 엠티지 라운지,바(BAR),서울 강남구 압구정로46길 71-1 B1층,1428108676
1818,냉면이넹 양주1호점,종합분식,경기 양주시 엄상동길 16-9,1992181586
1819,몬스터포 성남점,베트남음식,경기 성남시 중원구 광명로323번길 13 . 1층 일부호,1880557280
1820,포베이 군포점,베트남음식,경기 군포시 공단로140번길 52 1F 포베이 군포점,1146261579
1821,용두동홍가네,한식,서울 동대문구 무학로 116 1층,1784705028
1822,탐라,"육류,고기요리",경기 부천시 원미구 부일로 203 상동스카이뷰자이상가 1층 탐라,1466940198
1823,하회탈안동찜닭,찜닭,서울 도봉구 방학로 150-4,37275149
1824,하남돼지집 양평점,돼지고기구이,서울 영등포구 선유로 130 에이스 하이테크시티3차 105호,1421780508
1825,꼬꼬닭강정치킨,"치킨,닭강정",서울 송파구 토성로 37 현대리버빌아파트,37817841
1826,배달한끼,한식,서울 중구 동호로11길 54,1929862051
1827,호수꼬치 신포점,"오뎅,꼬치",인천 중구 신포로 26-1,1405471399
1828,팡팡노래방주점,유흥주점,서울 영등포구 경인로 728,20878890
1829,비올레타머핀,"카페,디저트",서울 성동구 금호로 60 지층 B01호,1441107232
1830,토스트카페마리 강남성심병원점,샌드위치,서울 영등포구 시흥대로185길 5 1층,1537440560
1831,스튜디오 포비피엠,와인,서울 용산구 청파로43가길 28 1층,1381838107
1832,앤티앤스 센트럴시티점,베이커리,서울 서초구 신반포로 176,1486132757
1833,잠바주스 코엑스몰점,"과일,주스전문점",서울 강남구 봉은사로 524 코엑스몰 B1 K107,36166552
1834,그대만의 족발,"족발,보쌈",서울 광진구 아차산로51길 46,1156344057
1835,명동칼국수샤브샤브 은평성모병원점,"칼국수,만두",서울 은평구 통일로 1021 지하2층 B2AM09-1호,1753750444
1836,SAAP 현대백화점 목동점,태국음식,서울 양천구 목동동로 257 현대하이페리온 지하2층,1904320809
1837,부흥정육점식당,정육식당,경기 과천시 문원청계4길 26,21159975
1838,A Bar,바(BAR),서울 동작구 동작대로1길 27 2층 A Bar,1065222153
1839,최가불닭,닭요리,경기 고양시 일산서구 강성로 101 제일프라자 1층 최가불닭,21136252
1840,우림집돼지갈비,"육류,고기요리",서울 마포구 토정로37길 13,12928687
1841,일미리금계찜닭 선릉점,찜닭,서울 강남구 선릉로93길 22,36520116
1842,뚝섬77,카페,서울 성동구 아차산로 49 서울숲 코오롱디지털타워 Ⅲ,1172412002
1843,메이플푸드,뷔페,서울 서초구 사평대로57길 81,813207796
1844,라파리나,베이커리,서울 종로구 자하문로 44,1822947202
1845,카페더비 신사본점,카페,서울 서초구 강남대로95길 12 에버빌딩 1층,595590438
1846,욱이네우기네포차식당,한식,서울 동대문구 경동시장로10길 49 (제기동) 1층,1666900810
1847,정미네,한식,경기 화성시 작현길 3,1764887688
1848,추억의떡볶이,떡볶이,인천 미추홀구 경인로 377,1174760553
1849,브레드컴퍼니쉐프조,케이크전문,서울 영등포구 당산로31길 20 1층,1207629413
1850,대초원샤브샤브,샤브샤브,서울 영등포구 대림로 94 1층,1065449338
1851,장베이커리,베이커리,서울 성북구 오패산로4길 46,34349911
1852,엘프레야,카페,서울 영등포구 영등포동2가 67-1,11671040
1853,한창희천하일면 삼송점,국수,경기 고양시 덕양구 동송로 30 삼송 더샵 미디어시티 1층 113호,1301454454
1854,처갓집양념치킨 남양주양지점,"치킨,닭강정",경기 남양주시 오남읍 진건오남로797번길 28 1층,1744077042
1855,솔리드웍스 아이스크림 이대본점,"카페,디저트",서울 서대문구 이화여대길 88-3 1층 카페 솔리드웍스,173918089
1856,제주식당,한식,서울 광진구 천호대로111길 10,1548455338
1857,횡성생고기,"육류,고기요리",서울 강서구 곰달래로 261 창신빌딩,1640097757
1858,티22233,"카페,디저트",서울 용산구 이태원동 455-40,20927783
1859,아부지가어부,생선회,서울 광진구 자양로22길 24 1층,1358326443
1860,강서식당,한식,서울 강서구 강서로52길 50,1748225374
1861,작은별호프,"맥주,호프",경기 수원시 권선구 세지로 42,1975467574
1862,하우스홀드,"맥주,호프",서울 동작구 장승배기로27길 21,1501501761
1863,라이차이2,중식당,경기 부천시 원미구 도약로 19,35272408
1864,계릴라닭도리탕 방이점,한식,서울 송파구 오금로11길 55,1468693174
1865,진포식당,"육류,고기요리",서울 중구 수표로6길 19 1층,1396352401
1866,혜자네매운닭도리탕,닭볶음탕,서울 성북구 오패산로3길 72,20843486
1867,수향원훠궈뷔페,중식당,경기 수원시 팔달구 향교로 29-1 3층,1142460214
1868,돈까스챔피언,돈가스,서울 성북구 오패산로4길 37,1967000906
1869,푸라닭 숙명여대점,"치킨,닭강정",서울 용산구 한강대로 332,1440334839
1870,다원,카페,경기 양주시 부흥로 1401,36754625
1871,미스터피자 상계점,피자,서울 노원구 노원로34길 72 1층,11826623
1872,본 죽&비빔밥 봉천역점,죽,서울 관악구 남부순환로 1741 1층,1198993217
1873,오디너리,"카페,디저트",인천 부평구 장제로249번길 10-9 1층,1105845970
1874,커피디지 응암본점,카페,서울 은평구 갈현로1길 16-1 1층,37253216
1875,후라이드참잘하는집 대원중앙점,"치킨,닭강정",경기 오산시 오산로132번길 10,1161203151
1876,꾸움베이크샵,"카페,디저트",서울 서초구 방배천로2안길 55 1층,1468754044
1877,감성커피 석남점,"카페,디저트",인천 서구 율도로 80,1734816668
1878,맥도날드 의정부역,햄버거,경기 의정부시 시민로 100 의정부지하상가,33451364
1879,선비촌 민속촌,한식,서울 강서구 까치산로 191 지하 1층,1542561300
1880,추억의연탄갈비,한식,서울 서초구 바우뫼로37길 46,13004872
1881,키다리아찌,"맥주,호프",서울 도봉구 덕릉로 230-1,20912268
1882,카페 디오티,"카페,디저트",경기 안양시 동안구 엘에스로 112 1층 카페 디오티,1615858749
1883,우리집,한식,경기 고양시 덕양구 화신로272번길 58,1185989667
1884,참새방앗간,"맥주,호프",경기 성남시 중원구 제일로63번길 25-4,456455448
1885,정성본샤브수끼신대방점,샤브샤브,서울 동작구 신대방1가길 38,793956767
1886,만배아리랑보쌈 등촌점,"족발,보쌈",서울 강서구 등촌로51길 17 1층,1075306392
1887,오이노스 OINOS,와인,서울 성동구 연무장길 39-15 1층,1021376614
1888,수담,"도시락,컵밥",경기 고양시 일산동구 강석로 123 뉴삼창마트,35840542
1889,이가주방,한식,서울 영등포구 양산로 134-1 1층,1557834175
1890,남영동양문 을지로점,"육류,고기요리",서울 중구 수표로 43 1층,1758846044
1891,Red Brick,카페,경기 군포시 고산로 704,21627315
1892,번패티번 강남점,햄버거,서울 강남구 강남대로102길 25,1531094421
1893,폴러커피,"카페,디저트",경기 광명시 양달로 7,1856339834
1894,동해횟집,생선회,경기 부천시 소사구 중동로71번길 55,1642856888
1895,마리쿡 한끗 다른 집밥,한식,충남 아산시 번영로 127-8,1685360914
1896,페리카나 공릉철길공원점,"치킨,닭강정",서울 노원구 동일로184길 69,38482517
1897,도드람식당,돼지고기구이,서울 강남구 선릉로 225,47324169
1898,빵굽는작은마을,베이커리,경기 부천시 원미구 길주로 300,13414373
1899,돈카츠마켙 관양점,돈가스,경기 안양시 동안구 관악대로320번길 12,1439940751
1900,김밥타운,종합분식,서울 구로구 경인로 643,20864535
1901,서울대포차,포장마차,서울 관악구 청룡2길 2,36628546
1902,르샹띠에,프랑스음식,경기 평택시 진위면 하북4길 129-4,1512737066
1903,선영이네,"해물,생선요리",서울 중구 을지로3길 30,20032949
1904,매머드커피 삼성역점,카페,서울 강남구 테헤란로108길 12 하나빌딩,37555437
1905,신촌설렁탕 강남구청역점,"곰탕,설렁탕",서울 강남구 선릉로 670 해운빌딩,815588317
1906,크로앙플,"카페,디저트",충남 아산시 배방읍 북수로 33 근린생활시설동 2호 크로앙플 (한양수자인아파트후문상가),1054349079
1907,홍가식당,한식,서울 송파구 법원로11길 25,1015373499
1908,공주집,한식,경기 의정부시 동일로192번길 72,19233984
1909,성환세번째집,한정식,충남 천안시 서북구 성환읍 성환시장길 8-15,1173240628
1910,리얼파스타 금천점,"스파게티,파스타전문",서울 금천구 금하로 619 2층,1935923926
1911,도스타코스 서울대입구역점,"멕시코,남미음식","서울 관악구 관악로14길 6 2층, 3층",32875583
1912,케이크온미,"카페,디저트",서울 중구 다산로 101,1134059208
1913,"카페, 다정","카페,디저트",서울 강동구 풍성로37가길 66 복지하이츠빌라 1층,1813979590
1914,비행장왕대포,"맥주,호프",경기 수원시 권선구 정조로398번길 5,1605510008
1915,청주미친만두 수원애경역사,만두,경기 수원시 팔달구 덕영대로 924,1037719623
1916,춘포 대장촌가든,"장어,먹장어요리",충남 아산시 온천대로 822 (읍내리) 1 층,1090406204
1917,동해해물탕 동대문직영점,"매운탕,해물탕",서울 종로구 창신2길 12,11819957
1918,육미,"해물,생선요리",서울 종로구 종로9길 18,37392265
1919,김명자굴국밥가산점,굴요리,서울 금천구 가산디지털1로 168 우림라이온스밸리,21052832
1920,오즈홀덤,"맥주,호프",서울 강서구 등촌로 235 4층,1290336053
1921,투다리 후암점,"오뎅,꼬치",서울 용산구 신흥로 147 1층 투다리,11763683
1922,청년고기장수 의정부 녹양점,밀키트,경기 의정부시 비우로 80 101호,1931005064
1923,누구나홀딱반한닭 과천점,"치킨,닭강정",경기 과천시 관문로 92 힐스테이트 과천중앙오피스텔 A동 121호,1876701005
1924,태영생막창 독산점,"곱창,막창,양",서울 금천구 벚꽃로6길 3 이랜드해가든아파트,1989949117
